trade_id,symbol,mode,side,entry_price,exit_price,stop_price,take_profit_price,quantity,notional,gross_pnl,fees_paid,pnl,return_pct,score,zscore,vwap,vwap_dev,atr,volume_ratio,entry_time,exit_time,duration_sec,exit_reason,notes
1,BTCUSDT,dry-run,SHORT,30058.4961341,30108.9995371,30108.9995371,29977.6906893,0.00831712,250.0,-0.42004266,0.20016802,-0.62021068,-0.24808427,6,0.67489775,30080.81107307,-22.31493897,42.08616916,1.22753515,2026-04-14T07:40:30.562525+00:00,2026-04-14T07:50:30.562525+00:00,600.0,STOP_LOSS,dry_run_open
2,BTCUSDT,dry-run,SHORT,30178.52347264,30086.38009149,30236.11308586,30086.38009149,0.00828404,250.0,0.76331916,0.19969467,0.56362449,0.2254498,9,0.65133206,30265.24556053,-86.72208789,33.22352469,1.39794872,2026-04-14T23:15:30.562525+00:00,2026-04-14T23:20:30.562525+00:00,300.0,TAKE_PROFIT,dry_run_open
